MCT_NM,MCT_TYPE,latitude,longitude,ADDR,LOCAL_UE_CNT_RAT,MONTH
김준호의대단한갈비일도점,단품요리 전문,33.4999001,126.549368,제주 제주시 일도이동 100-8번지 1층,93.7,02월
인다통닭,치킨,33.5218218,126.5663671,제주 제주시 화북일동 1947-24번지 화북시장아파트 134호 135호,93.69,05월
SM아이스크림 할인점,디저트/간식,33.5165548,126.5826521,제주 제주시 도련일동 1909번지 제주삼화사랑으로부영7차아파트 상가동 103호,93.69,07월
페리카나치킨 화북점,치킨,33.5202538,126.5669942,제주 제주시 화북일동 1987번지 1층,93.69,08월
촘고기공작소  촘닭갈비,단품요리 전문,33.5133772,126.5727648,제주 제주시 화북이동 829-1번지 1층,93.68,03월
난타오천도남점,피자,33.4952914,126.5272375,제주 제주시 도남동 52번지,93.68,06월
일이삼식당,가정식,33.4957375,126.5256433,제주 제주시 도남동 906-24번지,93.67,07월
김준호의대단한갈비 제주서귀포점,단품요리 전문,33.2536256,126.5640762,제주 서귀포시 서귀동 283-21번지 1층,93.66,03월
미녀,가정식,33.5146276,126.5315267,제주 제주시 건입동 1242-1번지,93.66,11월
김준호의대단한갈비 제주삼화점,단품요리 전문,33.5167063,126.5767164,제주 제주시 화북일동 1005-2번지 1층,93.66,05월
신맵도리네,단품요리 전문,33.4866162,126.4313932,제주 제주시 외도일동 549-8번지,93.64,05월
(주)아워홈 카카오제주점,패스트푸드/간단한 식사,33.4495251,126.5743285,제주 제주시 영평동 2184번지 1층,93.63,11월
일이삼식당,가정식,33.4957375,126.5256433,제주 제주시 도남동 906-24번지,93.6,04월
SM아이스크림 할인점,디저트/간식,33.5165548,126.5826521,제주 제주시 도련일동 1909번지 제주삼화사랑으로부영7차아파트 상가동 103호,93.59,08월
비행접시,단품요리 전문,33.213583,126.2734322,제주 서귀포시 대정읍 상모리 1974-5번지 1층,93.55,11월
김준호의대단한갈비일도점,단품요리 전문,33.4999001,126.549368,제주 제주시 일도이동 100-8번지 1층,93.55,06월
김준호의대단한갈비일도점,단품요리 전문,33.4999001,126.549368,제주 제주시 일도이동 100-8번지 1층,93.53,03월
호식이두마리치킨도남점,치킨,33.495357,126.5260495,제주 제주시 도남동 52-11번지,93.47,04월
순덕이네왕갈비,가정식,33.5222666,126.5673477,제주 제주시 화북일동 1944-10번지 1호,93.46,07월
일이삼식당,가정식,33.4957375,126.5256433,제주 제주시 도남동 906-24번지,93.46,06월
삼성웰스토리 (주)호텔신라제주면세점,패스트푸드/간단한 식사,33.4866699,126.4872744,제주 제주시 연동 252-7번지 2층,93.44,08월
페리카나치킨 화북점,치킨,33.5202538,126.5669942,제주 제주시 화북일동 1987번지 1층,93.43,12월
김준호의대단한갈비 제주삼화점,단품요리 전문,33.5167063,126.5767164,제주 제주시 화북일동 1005-2번지 1층,93.4,02월
베이커리 온유,베이커리,33.4857302,126.4306591,제주 제주시 외도일동 636-6번지 1층,93.39,11월
김준호의대단한갈비일도점,단품요리 전문,33.4999001,126.549368,제주 제주시 일도이동 100-8번지 1층,93.37,04월
김준호의대단한갈비 제주도남점,단품요리 전문,33.495306,126.5267812,제주 제주시 도남동 52-4번지 1층,93.37,03월
표선얼큰이와 피자디노 동흥점,피자,33.2559692,126.5751145,제주 서귀포시 동홍동 421-2번지,93.35,03월
김준호의대단한갈비일도점,단품요리 전문,33.4999001,126.549368,제주 제주시 일도이동 100-8번지 1층,93.35,07월
먹자,가정식,33.4922872,126.4799779,제주 제주시 연동 1951-3번지,93.33,01월
표선얼큰이와 피자디노 동흥점,피자,33.2559692,126.5751145,제주 서귀포시 동홍동 421-2번지,93.33,02월
청년순대국제주동홍점,단품요리 전문,33.2572444,126.5704775,제주 서귀포시 동홍동 110-5번지 1층,93.33,08월
고기대박집우방,가정식,33.4824202,126.482984,제주 제주시 노형동 710번지 뉴월드복합빌딩 2층,93.33,01월
사쿠라인,단품요리 전문,33.497673,126.5298363,제주 제주시 이도이동 1186-19번지 지하1층,93.33,01월
돔,양식,33.4875048,126.4918537,제주 제주시 연동 273-30번지 5층,93.33,07월
도담길,가정식,33.4969857,126.5261129,제주 제주시 도남동 910-17번지 도남동,93.33,11월
구이소,가정식,33.4934747,126.4946149,제주 제주시 연동 290-11번지,93.33,04월
조명탄 제주일도점,단품요리 전문,33.5022289,126.5433795,제주 제주시 일도이동 68번지,93.27,10월
김밥꼬순내,분식,33.492706,126.544682,제주 제주시 아라이동 3005-1번지,93.26,12월
삼성웰스토리 (주)호텔신라제주면세점,패스트푸드/간단한 식사,33.4866699,126.4872744,제주 제주시 연동 252-7번지 2층,93.25,12월
봉분식,분식,33.4892505,126.5349284,제주 제주시 이도이동 2001-7번지,93.24,07월
난타오천도남점,피자,33.4952914,126.5272375,제주 제주시 도남동 52번지,93.23,11월
제주섬도야지,단품요리 전문,33.5063932,126.5235948,제주 제주시 삼도이동 1235-13번지 1층,93.21,07월
본가,단품요리 전문,33.4912754,126.5285424,제주 제주시 도남동 66-1번지,93.21,12월
고향숯불막창일도점,단품요리 전문,33.5029833,126.5426735,제주 제주시 일도이동 48-9번지,93.2,07월
캐리어에어콘제주총판,단품요리 전문,33.4868951,126.5250146,제주 제주시 도남동 ,93.18,08월
김준호의대단한갈비 제주도남점,단품요리 전문,33.495306,126.5267812,제주 제주시 도남동 52-4번지 1층,93.18,04월
창성상회,가정식,33.4932149,126.5263655,제주 제주시 도남동 56-3번지 1층,93.17,07월
김준호의대단한갈비 제주도남점,단품요리 전문,33.495306,126.5267812,제주 제주시 도남동 52-4번지 1층,93.17,08월
네네치킨 효돈점,치킨,33.2637177,126.6192112,제주 서귀포시 하효동 100-4번지,93.15,03월
김준호의대단한갈비 제주삼화점,단품요리 전문,33.5167063,126.5767164,제주 제주시 화북일동 1005-2번지 1층,93.14,03월
교촌치킨 이도점,치킨,33.4939349,126.5415506,제주 제주시 이도이동 1970-24번지 1층,93.14,09월
냉동고 일도점,단품요리 전문,33.505409,126.5414399,제주 제주시 일도이동 409-6번지 1층,93.14,06월
한라생얼큰이,가정식,33.5024432,126.5422186,제주 제주시 이도이동 408-13번지,93.11,10월
독불장군,가정식,33.5053453,126.5402632,제주 제주시 일도이동 380-2번지 1층,93.1,07월
명륜진사갈비제주서귀동홍점,가정식,33.2508056,126.5728475,제주 서귀포시 동홍동 180-1번지 1층,93.1,11월
조명탄 제주일도점,단품요리 전문,33.5022289,126.5433795,제주 제주시 일도이동 68번지,93.09,09월
표선제주닭집 삼화점,단품요리 전문,33.5179042,126.5889643,제주 제주시 도련이동 515-1번지,93.06,07월
소소돈,단품요리 전문,33.4866223,126.4321667,제주 제주시 외도일동 559-2번지 오페라하우스 1층,93.06,11월
호식이두마리치킨도남점,치킨,33.495357,126.5260495,제주 제주시 도남동 52-11번지,93.04,12월
난타오천도남점,피자,33.4952914,126.5272375,제주 제주시 도남동 52번지,93.04,12월
금별맥주 일도점,맥주/요리주점,33.5030391,126.5420933,제주 제주시 이도이동 408-2번지 1층,93.03,07월
일오삼가든,단품요리 전문,33.5202538,126.5669942,제주 제주시 화북일동 1987번지,93.02,01월
김준호의대단한갈비 제주월랑점,단품요리 전문,33.4913094,126.4803763,제주 제주시 연동 1953-7번지 1층,93.0,03월
하루밀담베이커리,베이커리,33.4856788,126.5445437,제주 제주시 아라이동 1373-3번지 1층,92.95,03월
냉동고 일도점,단품요리 전문,33.505409,126.5414399,제주 제주시 일도이동 409-6번지 1층,92.95,07월
옛날통닭물통광양점,치킨,33.4996823,126.535995,제주 제주시 이도이동 1134-8번지 1층,92.94,12월
SM아이스크림 할인점,디저트/간식,33.5165548,126.5826521,제주 제주시 도련일동 1909번지 제주삼화사랑으로부영7차아파트 상가동 103호,92.93,06월
일이삼식당,가정식,33.4957375,126.5256433,제주 제주시 도남동 906-24번지,92.92,08월
제주섬도야지,단품요리 전문,33.5063932,126.5235948,제주 제주시 삼도이동 1235-13번지 1층,92.9,06월
김밥꼬순내,분식,33.492706,126.544682,제주 제주시 아라이동 3005-1번지,92.89,05월
김준호의대단한갈비 제주도남점,단품요리 전문,33.495306,126.5267812,제주 제주시 도남동 52-4번지 1층,92.88,06월
두리아숯불바베큐일도점,치킨,33.506662,126.5390567,제주 제주시 일도이동 359-8번지,92.87,04월
삼성웰스토리 (주)호텔신라제주면세점,패스트푸드/간단한 식사,33.4866699,126.4872744,제주 제주시 연동 252-7번지 2층,92.86,11월
돈줄,단품요리 전문,33.511535,126.536622,제주 제주시 일도이동 986-32번지 1층,92.86,02월
쉬크,단품요리 전문,33.4974514,126.5269346,제주 제주시 도남동 917-8번지,92.86,12월
애주가,맥주/요리주점,33.4872656,126.4320293,제주 제주시 외도일동 551-6번지 다세대주택 나동,92.86,09월
호식이두마리치킨도남점,치킨,33.495357,126.5260495,제주 제주시 도남동 52-11번지,92.86,11월
벨라,단품요리 전문,33.4874929,126.4921407,제주 제주시 연동 283-2번지 2층,92.86,09월
친구,맥주/요리주점,33.4917997,126.4798391,제주 제주시 연동 1953-3번지,92.86,11월
벨라,단품요리 전문,33.4874929,126.4921407,제주 제주시 연동 283-2번지 2층,92.86,12월
블리,단품요리 전문,33.5023628,126.5425101,제주 제주시 이도이동 408-6번지 은경빌딩 2층,92.86,10월
조명탄 제주일도점,단품요리 전문,33.5022289,126.5433795,제주 제주시 일도이동 68번지,92.83,11월
김준호의대단한갈비 제주삼화점,단품요리 전문,33.5167063,126.5767164,제주 제주시 화북일동 1005-2번지 1층,92.81,04월
두리아숯불바베큐일도점,치킨,33.506662,126.5390567,제주 제주시 일도이동 359-8번지,92.79,09월
아이스크림할인점(동홍점),디저트/간식,33.2589835,126.5725263,제주 서귀포시 동홍동 62-3번지,92.78,05월
금별맥주 일도점,맥주/요리주점,33.5030391,126.5420933,제주 제주시 이도이동 408-2번지 1층,92.76,06월
두리아숯불바베큐일도점,치킨,33.506662,126.5390567,제주 제주시 일도이동 359-8번지,92.76,03월
레브,가정식,33.4958682,126.5286351,제주 제주시 도남동 86-4번지 1층,92.75,09월
오멍가멍술한잔,단품요리 전문,33.5043139,126.5177329,제주 제주시 삼도일동 508-5번지,92.74,01월
두리아숯불바베큐일도점,치킨,33.506662,126.5390567,제주 제주시 일도이동 359-8번지,92.74,05월
김밥꼬순내,분식,33.492706,126.544682,제주 제주시 아라이동 3005-1번지,92.73,07월
식사준비 제주삼화점,단품요리 전문,33.5156216,126.5767423,제주 제주시 화북일동 1012-1번지 101호,92.72,02월
표선얼큰이와 피자디노 동흥점,피자,33.2559692,126.5751145,제주 서귀포시 동홍동 421-2번지,92.72,04월
맥주당,맥주/요리주점,33.5171205,126.5799811,제주 제주시 도련일동 1938-1번지 1층,92.69,01월
고향숯불막창일도점,단품요리 전문,33.5029833,126.5426735,제주 제주시 일도이동 48-9번지,92.68,11월
신맵도리네,단품요리 전문,33.4866162,126.4313932,제주 제주시 외도일동 549-8번지,92.68,07월
인자숯불갈비,가정식,33.484629,126.5297762,제주 제주시 도남동 222-5번지 1층,92.68,10월
창성상회,가정식,33.4932149,126.5263655,제주 제주시 도남동 56-3번지 1층,92.68,08월
김밥꼬순내,분식,33.492706,126.544682,제주 제주시 아라이동 3005-1번지,92.67,10월
김밥꼬순내,분식,33.492706,126.544682,제주 제주시 아라이동 3005-1번지,92.66,08월
일오삼가든,단품요리 전문,33.5202538,126.5669942,제주 제주시 화북일동 1987번지,92.65,03월
레브,가정식,33.4958682,126.5286351,제주 제주시 도남동 86-4번지 1층,92.65,10월
김밥꼬순내,분식,33.492706,126.544682,제주 제주시 아라이동 3005-1번지,92.65,09월
김밥꼬순내,분식,33.492706,126.544682,제주 제주시 아라이동 3005-1번지,92.63,11월
돈우랑,가정식,33.5081754,126.5397649,제주 제주시 일도이동 354-30번지 1층,92.63,05월
네네치킨일도점,치킨,33.5019939,126.5420627,제주 제주시 이도이동 406-14번지,92.62,02월
스페샬삼도점,가정식,33.5084725,126.5244294,제주 제주시 이도일동 1563-2번지 1층,92.62,01월
동광생오리집,단품요리 전문,33.5007768,126.5476323,제주 제주시 일도이동 89-7번지,92.62,11월
샤인,단품요리 전문,33.5017932,126.5439391,제주 제주시 일도이동 67-7번지 1층,92.59,11월
동광생오리집,단품요리 전문,33.5007768,126.5476323,제주 제주시 일도이동 89-7번지,92.59,10월
선미닭집,단품요리 전문,33.5054502,126.5275246,제주 제주시 이도일동 ,92.58,05월
김밥꼬순내,분식,33.492706,126.544682,제주 제주시 아라이동 3005-1번지,92.58,06월
인자숯불갈비,가정식,33.484629,126.5297762,제주 제주시 도남동 222-5번지 1층,92.58,11월
두리아숯불바베큐일도점,치킨,33.506662,126.5390567,제주 제주시 일도이동 359-8번지,92.58,07월
다시또오리,단품요리 전문,33.5008369,126.5445249,제주 제주시 일도이동 72-6번지,92.56,10월
모음해장국,단품요리 전문,33.5158096,126.5400537,제주 제주시 건입동 675-18번지 1층,92.55,09월
김준호의대단한갈비 제주월랑점,단품요리 전문,33.4913094,126.4803763,제주 제주시 연동 1953-7번지 1층,92.55,08월
남문숯불바베큐엔치킨일도직영점,치킨,33.5023628,126.5425101,제주 제주시 이도이동 408-6번지 은경빌딩 102호,92.54,08월
초대창일도직영점,단품요리 전문,33.5016716,126.5434808,제주 제주시 일도이동 68-10번지 1층,92.54,05월
사쿠라인,단품요리 전문,33.497673,126.5298363,제주 제주시 이도이동 1186-19번지 지하1층,92.54,02월
신맵도리네,단품요리 전문,33.4866162,126.4313932,제주 제주시 외도일동 549-8번지,92.54,01월
두리아숯불바베큐일도점,치킨,33.506662,126.5390567,제주 제주시 일도이동 359-8번지,92.54,01월
일오삼가든,단품요리 전문,33.5202538,126.5669942,제주 제주시 화북일동 1987번지,92.52,05월
우리정육구이,가정식,33.5023625,126.5419296,제주 제주시 이도이동 407-6번지,92.5,11월
써드밋가배,단품요리 전문,33.4899293,126.5402326,제주 제주시 이도이동 1979-22번지 지하 1층,92.49,10월
동광생오리집,단품요리 전문,33.5007768,126.5476323,제주 제주시 일도이동 89-7번지,92.48,12월
두리아숯불바베큐일도점,치킨,33.506662,126.5390567,제주 제주시 일도이동 359-8번지,92.48,08월
으뜸 아이스크림정존점,디저트/간식,33.4838486,126.4722686,제주 제주시 노형동 2526-2번지 103호,92.47,07월
오리본가,단품요리 전문,33.2545545,126.5712908,제주 서귀포시 동홍동 647-4번지,92.47,12월
